inputs\motorcycle\motorcycle0.jpg,outputs/motorcycle\motorcycle0_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle1.jpg,outputs/motorcycle\motorcycle1_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle10.jpg,outputs/motorcycle\motorcycle10_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle11.jpg,outputs/motorcycle\motorcycle11_class_person.png,person
inputs\motorcycle\motorcycle12.jpg,outputs/motorcycle\motorcycle12_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle13.jpg,outputs/motorcycle\motorcycle13_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle14.jpg,outputs/motorcycle\motorcycle14_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle15.jpg,outputs/motorcycle\motorcycle15_class_person.png,person
inputs\motorcycle\motorcycle16.jpg,outputs/motorcycle\motorcycle16_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle17.jpg,outputs/motorcycle\motorcycle17_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle18.jpg,outputs/motorcycle\motorcycle18_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle19.jpg,outputs/motorcycle\motorcycle19_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle2.jpg,outputs/motorcycle\motorcycle2_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle3.jpg,outputs/motorcycle\motorcycle3_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle4.jpg,outputs/motorcycle\motorcycle4_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle5.jpg,outputs/motorcycle\motorcycle5_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle6.jpg,outputs/motorcycle\motorcycle6_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle7.jpg,outputs/motorcycle\motorcycle7_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle8.jpg,outputs/motorcycle\motorcycle8_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle9.jpg,outputs/motorcycle\motorcycle9_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle0.jpg,outputs/motorcycle\motorcycle0_class_person.png,person
inputs\motorcycle\motorcycle1.jpg,outputs/motorcycle\motorcycle1_class_person.png,person
inputs\motorcycle\motorcycle11.jpg,outputs/motorcycle\motorcycle11_class_motorcycle.png,motorcycle
inputs\motorcycle\motorcycle12.jpg,outputs/motorcycle\motorcycle12_class_person.png,person
inputs\motorcycle\motorcycle14.jpg,outputs/motorcycle\motorcycle14_class_person.png,person
inputs\motorcycle\motorcycle16.jpg,outputs/motorcycle\motorcycle16_class_person.png,person
inputs\motorcycle\motorcycle17.jpg,outputs/motorcycle\motorcycle17_class_backpack.png,backpack
inputs\motorcycle\motorcycle18.jpg,outputs/motorcycle\motorcycle18_class_car.png,car
inputs\motorcycle\motorcycle2.jpg,outputs/motorcycle\motorcycle2_class_person.png,person
inputs\motorcycle\motorcycle9.jpg,outputs/motorcycle\motorcycle9_class_person.png,person
inputs\motorcycle\motorcycle15.jpg,outputs/motorcycle\motorcycle15_class_motorcycle.png,motorcycle
inputs\airplane\airplane11.jpg,outputs/airplane\airplane11_class_airplane.png,airplane
inputs\airplane\airplane12.jpg,outputs/airplane\airplane12_class_airplane.png,airplane
inputs\airplane\airplane14.jpg,outputs/airplane\airplane14_class_airplane.png,airplane
inputs\airplane\airplane15.jpg,outputs/airplane\airplane15_class_airplane.png,airplane
inputs\airplane\airplane16.jpg,outputs/airplane\airplane16_class_airplane.png,airplane
inputs\airplane\airplane18.jpg,outputs/airplane\airplane18_class_airplane.png,airplane
inputs\airplane\airplane2.jpg,outputs/airplane\airplane2_class_airplane.png,airplane
inputs\airplane\airplane3.jpg,outputs/airplane\airplane3_class_airplane.png,airplane
inputs\airplane\airplane4.jpg,outputs/airplane\airplane4_class_airplane.png,airplane
inputs\airplane\airplane6.jpg,outputs/airplane\airplane6_class_airplane.png,airplane
inputs\airplane\airplane8.jpg,outputs/airplane\airplane8_class_airplane.png,airplane
inputs\airplane\airplane9.jpg,outputs/airplane\airplane9_class_airplane.png,airplane
inputs\airplane\airplane14.jpg,outputs/airplane\airplane14_class_truck.png,truck
inputs\airplane\airplane4.jpg,outputs/airplane\airplane4_class_person.png,person
inputs\airplane\airplane4.jpg,outputs/airplane\airplane4_class_chair.png,chair
inputs\bus\bus1.jpg,outputs/bus\bus1_class_bus.png,bus
inputs\bus\bus10.jpg,outputs/bus\bus10_class_bus.png,bus
inputs\bus\bus11.jpg,outputs/bus\bus11_class_bus.png,bus
inputs\bus\bus12.jpg,outputs/bus\bus12_class_bus.png,bus
inputs\bus\bus13.jpg,outputs/bus\bus13_class_person.png,person
inputs\bus\bus14.jpg,outputs/bus\bus14_class_bus.png,bus
inputs\bus\bus15.jpg,outputs/bus\bus15_class_person.png,person
inputs\bus\bus16.jpg,outputs/bus\bus16_class_bus.png,bus
inputs\bus\bus17.jpg,outputs/bus\bus17_class_person.png,person
inputs\bus\bus18.jpg,outputs/bus\bus18_class_bus.png,bus
inputs\bus\bus19.jpg,outputs/bus\bus19_class_person.png,person
inputs\bus\bus2.jpg,outputs/bus\bus2_class_chair.png,chair
inputs\bus\bus3.jpg,outputs/bus\bus3_class_chair.png,chair
inputs\bus\bus4.jpg,outputs/bus\bus4_class_bus.png,bus
inputs\bus\bus5.jpg,outputs/bus\bus5_class_bus.png,bus
inputs\bus\bus9.jpg,outputs/bus\bus9_class_bus.png,bus
inputs\bus\bus17.jpg,outputs/bus\bus17_class_bus.png,bus
inputs\bus\bus5.jpg,outputs/bus\bus5_class_car.png,car
inputs\bus\bus9.jpg,outputs/bus\bus9_class_car.png,car
inputs\bus\bus2.jpg,outputs/bus\bus2_class_person.png,person
inputs\train\train0.jpg,outputs/train\train0_class_train.png,train
inputs\train\train10.jpg,outputs/train\train10_class_train.png,train
inputs\train\train11.jpg,outputs/train\train11_class_train.png,train
inputs\train\train12.jpg,outputs/train\train12_class_train.png,train
inputs\train\train13.jpg,outputs/train\train13_class_train.png,train
inputs\train\train14.jpg,outputs/train\train14_class_train.png,train
inputs\train\train17.jpg,outputs/train\train17_class_train.png,train
inputs\train\train2.jpg,outputs/train\train2_class_train.png,train
inputs\train\train3.jpg,outputs/train\train3_class_train.png,train
inputs\train\train5.jpg,outputs/train\train5_class_train.png,train
inputs\train\train6.jpg,outputs/train\train6_class_train.png,train
inputs\train\train9.jpg,outputs/train\train9_class_train.png,train
inputs\truck\truck1.jpg,outputs/truck\truck1_class_truck.png,truck
inputs\truck\truck10.jpg,outputs/truck\truck10_class_truck.png,truck
inputs\truck\truck11.jpg,outputs/truck\truck11_class_truck.png,truck
inputs\truck\truck12.jpg,outputs/truck\truck12_class_truck.png,truck
inputs\truck\truck13.jpg,outputs/truck\truck13_class_truck.png,truck
inputs\truck\truck14.jpg,outputs/truck\truck14_class_truck.png,truck
inputs\truck\truck16.jpg,outputs/truck\truck16_class_truck.png,truck
inputs\truck\truck17.jpg,outputs/truck\truck17_class_truck.png,truck
inputs\truck\truck18.jpg,outputs/truck\truck18_class_truck.png,truck
inputs\truck\truck19.jpg,outputs/truck\truck19_class_truck.png,truck
inputs\truck\truck2.jpg,outputs/truck\truck2_class_car.png,car
inputs\truck\truck4.jpg,outputs/truck\truck4_class_truck.png,truck
inputs\truck\truck6.jpg,outputs/truck\truck6_class_truck.png,truck
inputs\truck\truck7.jpg,outputs/truck\truck7_class_truck.png,truck
inputs\truck\truck8.jpg,outputs/truck\truck8_class_truck.png,truck
inputs\truck\truck9.jpg,outputs/truck\truck9_class_truck.png,truck
inputs\truck\truck2.jpg,outputs/truck\truck2_class_truck.png,truck
inputs\truck\truck4.jpg,outputs/truck\truck4_class_car.png,car
inputs\boat\boat0.jpg,outputs/boat\boat0_class_boat.png,boat
inputs\boat\boat1.jpg,outputs/boat\boat1_class_boat.png,boat
inputs\boat\boat11.jpg,outputs/boat\boat11_class_boat.png,boat
inputs\boat\boat13.jpg,outputs/boat\boat13_class_boat.png,boat
inputs\boat\boat15.jpg,outputs/boat\boat15_class_boat.png,boat
inputs\boat\boat17.jpg,outputs/boat\boat17_class_boat.png,boat
inputs\boat\boat19.jpg,outputs/boat\boat19_class_boat.png,boat
inputs\boat\boat2.jpg,outputs/boat\boat2_class_boat.png,boat
inputs\boat\boat3.jpg,outputs/boat\boat3_class_boat.png,boat
inputs\boat\boat4.jpg,outputs/boat\boat4_class_boat.png,boat
inputs\boat\boat5.jpg,outputs/boat\boat5_class_boat.png,boat
inputs\boat\boat6.jpg,outputs/boat\boat6_class_boat.png,boat
inputs\boat\boat8.jpg,outputs/boat\boat8_class_boat.png,boat
inputs\boat\boat1.jpg,outputs/boat\boat1_class_person.png,person
inputs\boat\boat2.jpg,outputs/boat\boat2_class_person.png,person
inputs\bench\bench0.jpg,outputs/bench\bench0_class_bench.png,bench
inputs\bench\bench1.jpg,outputs/bench\bench1_class_bench.png,bench
inputs\bench\bench10.jpg,outputs/bench\bench10_class_bench.png,bench
inputs\bench\bench13.jpg,outputs/bench\bench13_class_bench.png,bench
inputs\bench\bench14.jpg,outputs/bench\bench14_class_bench.png,bench
inputs\bench\bench16.jpg,outputs/bench\bench16_class_bench.png,bench
inputs\bench\bench17.jpg,outputs/bench\bench17_class_bench.png,bench
inputs\bench\bench18.jpg,outputs/bench\bench18_class_bench.png,bench
inputs\bench\bench19.jpg,outputs/bench\bench19_class_bench.png,bench
inputs\bench\bench2.jpg,outputs/bench\bench2_class_bench.png,bench
inputs\bench\bench3.jpg,outputs/bench\bench3_class_bench.png,bench
inputs\bench\bench4.jpg,outputs/bench\bench4_class_bird.png,bird
inputs\bench\bench5.jpg,outputs/bench\bench5_class_bench.png,bench
inputs\bench\bench6.jpg,outputs/bench\bench6_class_bench.png,bench
inputs\bench\bench7.jpg,outputs/bench\bench7_class_bench.png,bench
inputs\bench\bench8.jpg,outputs/bench\bench8_class_bench.png,bench
inputs\bench\bench9.jpg,outputs/bench\bench9_class_bench.png,bench
inputs\bench\bench8.jpg,outputs/bench\bench8_class_potted plant.png,potted plant
inputs\bird\bird0.jpg,outputs/bird\bird0_class_bird.png,bird
inputs\bird\bird1.jpg,outputs/bird\bird1_class_bird.png,bird
inputs\bird\bird10.jpg,outputs/bird\bird10_class_bird.png,bird
inputs\bird\bird11.jpg,outputs/bird\bird11_class_bird.png,bird
inputs\bird\bird12.jpg,outputs/bird\bird12_class_bird.png,bird
inputs\bird\bird14.jpg,outputs/bird\bird14_class_bird.png,bird
inputs\bird\bird15.jpg,outputs/bird\bird15_class_bird.png,bird
inputs\bird\bird17.jpg,outputs/bird\bird17_class_bird.png,bird
inputs\bird\bird18.jpg,outputs/bird\bird18_class_bird.png,bird
inputs\bird\bird19.jpg,outputs/bird\bird19_class_bird.png,bird
inputs\bird\bird2.jpg,outputs/bird\bird2_class_bird.png,bird
inputs\bird\bird3.jpg,outputs/bird\bird3_class_bird.png,bird
inputs\bird\bird4.jpg,outputs/bird\bird4_class_bird.png,bird
inputs\bird\bird5.jpg,outputs/bird\bird5_class_bird.png,bird
inputs\bird\bird6.jpg,outputs/bird\bird6_class_bird.png,bird
inputs\bird\bird8.jpg,outputs/bird\bird8_class_bird.png,bird
inputs\bird\bird9.jpg,outputs/bird\bird9_class_bird.png,bird
inputs\cat\cat0.jpg,outputs/cat\cat0_class_cat.png,cat
inputs\cat\cat1.jpg,outputs/cat\cat1_class_cat.png,cat
inputs\cat\cat10.jpg,outputs/cat\cat10_class_cat.png,cat
inputs\cat\cat11.jpg,outputs/cat\cat11_class_cat.png,cat
inputs\cat\cat13.jpg,outputs/cat\cat13_class_cat.png,cat
inputs\cat\cat14.jpg,outputs/cat\cat14_class_cat.png,cat
inputs\cat\cat15.jpg,outputs/cat\cat15_class_cat.png,cat
inputs\cat\cat16.jpg,outputs/cat\cat16_class_cat.png,cat
inputs\cat\cat17.jpg,outputs/cat\cat17_class_cat.png,cat
inputs\cat\cat18.jpg,outputs/cat\cat18_class_cat.png,cat
inputs\cat\cat19.jpg,outputs/cat\cat19_class_cat.png,cat
inputs\cat\cat2.jpg,outputs/cat\cat2_class_cat.png,cat
inputs\cat\cat3.jpg,outputs/cat\cat3_class_cat.png,cat
inputs\cat\cat5.jpg,outputs/cat\cat5_class_cat.png,cat
inputs\cat\cat6.jpg,outputs/cat\cat6_class_cat.png,cat
inputs\cat\cat7.jpg,outputs/cat\cat7_class_cat.png,cat
inputs\cat\cat8.jpg,outputs/cat\cat8_class_cat.png,cat
inputs\cat\cat9.jpg,outputs/cat\cat9_class_cat.png,cat
inputs\cat\cat14.jpg,outputs/cat\cat14_class_person.png,person
inputs\cat\cat3.jpg,outputs/cat\cat3_class_person.png,person
inputs\dog\dog0.jpg,outputs/dog\dog0_class_dog.png,dog
inputs\dog\dog1.jpg,outputs/dog\dog1_class_dog.png,dog
inputs\dog\dog10.jpg,outputs/dog\dog10_class_dog.png,dog
inputs\dog\dog11.jpg,outputs/dog\dog11_class_dog.png,dog
inputs\dog\dog12.jpg,outputs/dog\dog12_class_dog.png,dog
inputs\dog\dog13.jpg,outputs/dog\dog13_class_dog.png,dog
inputs\dog\dog14.jpg,outputs/dog\dog14_class_potted plant.png,potted plant
inputs\dog\dog15.jpg,outputs/dog\dog15_class_dog.png,dog
inputs\dog\dog16.jpg,outputs/dog\dog16_class_dog.png,dog
inputs\dog\dog17.jpg,outputs/dog\dog17_class_dog.png,dog
inputs\dog\dog18.jpg,outputs/dog\dog18_class_dog.png,dog
inputs\dog\dog19.jpg,outputs/dog\dog19_class_dog.png,dog
inputs\dog\dog2.jpg,outputs/dog\dog2_class_dog.png,dog
inputs\dog\dog3.jpg,outputs/dog\dog3_class_dog.png,dog
inputs\dog\dog4.jpg,outputs/dog\dog4_class_dog.png,dog
inputs\dog\dog5.jpg,outputs/dog\dog5_class_dog.png,dog
inputs\dog\dog7.jpg,outputs/dog\dog7_class_dog.png,dog
inputs\dog\dog8.jpg,outputs/dog\dog8_class_dog.png,dog
inputs\dog\dog9.jpg,outputs/dog\dog9_class_dog.png,dog
inputs\dog\dog14.jpg,outputs/dog\dog14_class_dog.png,dog
inputs\horse\horse0.jpg,outputs/horse\horse0_class_horse.png,horse
inputs\horse\horse1.jpg,outputs/horse\horse1_class_horse.png,horse
inputs\horse\horse10.jpg,outputs/horse\horse10_class_horse.png,horse
inputs\horse\horse11.jpg,outputs/horse\horse11_class_horse.png,horse
inputs\horse\horse12.jpg,outputs/horse\horse12_class_horse.png,horse
inputs\horse\horse13.jpg,outputs/horse\horse13_class_horse.png,horse
inputs\horse\horse14.jpg,outputs/horse\horse14_class_horse.png,horse
inputs\horse\horse15.jpg,outputs/horse\horse15_class_horse.png,horse
inputs\horse\horse16.jpg,outputs/horse\horse16_class_horse.png,horse
inputs\horse\horse17.jpg,outputs/horse\horse17_class_horse.png,horse
inputs\horse\horse18.jpg,outputs/horse\horse18_class_horse.png,horse
inputs\horse\horse19.jpg,outputs/horse\horse19_class_horse.png,horse
inputs\horse\horse2.jpg,outputs/horse\horse2_class_horse.png,horse
inputs\horse\horse3.jpg,outputs/horse\horse3_class_horse.png,horse
inputs\horse\horse4.jpg,outputs/horse\horse4_class_horse.png,horse
inputs\horse\horse5.jpg,outputs/horse\horse5_class_horse.png,horse
inputs\horse\horse6.jpg,outputs/horse\horse6_class_horse.png,horse
inputs\horse\horse7.jpg,outputs/horse\horse7_class_horse.png,horse
inputs\horse\horse8.jpg,outputs/horse\horse8_class_horse.png,horse
inputs\horse\horse9.jpg,outputs/horse\horse9_class_horse.png,horse
inputs\horse\horse14.jpg,outputs/horse\horse14_class_person.png,person
inputs\horse\horse8.jpg,outputs/horse\horse8_class_person.png,person
inputs\sheep\sheep0.jpg,outputs/sheep\sheep0_class_sheep.png,sheep
inputs\sheep\sheep1.jpg,outputs/sheep\sheep1_class_sheep.png,sheep
inputs\sheep\sheep10.jpg,outputs/sheep\sheep10_class_sheep.png,sheep
inputs\sheep\sheep11.jpg,outputs/sheep\sheep11_class_sheep.png,sheep
inputs\sheep\sheep12.jpg,outputs/sheep\sheep12_class_sheep.png,sheep
inputs\sheep\sheep13.jpg,outputs/sheep\sheep13_class_sheep.png,sheep
inputs\sheep\sheep14.jpg,outputs/sheep\sheep14_class_sheep.png,sheep
inputs\sheep\sheep16.jpg,outputs/sheep\sheep16_class_sheep.png,sheep
inputs\sheep\sheep17.jpg,outputs/sheep\sheep17_class_sheep.png,sheep
inputs\sheep\sheep18.jpg,outputs/sheep\sheep18_class_sheep.png,sheep
inputs\sheep\sheep19.jpg,outputs/sheep\sheep19_class_sheep.png,sheep
inputs\sheep\sheep2.jpg,outputs/sheep\sheep2_class_sheep.png,sheep
inputs\sheep\sheep3.jpg,outputs/sheep\sheep3_class_sheep.png,sheep
inputs\sheep\sheep4.jpg,outputs/sheep\sheep4_class_sheep.png,sheep
inputs\sheep\sheep5.jpg,outputs/sheep\sheep5_class_sheep.png,sheep
inputs\sheep\sheep6.jpg,outputs/sheep\sheep6_class_sheep.png,sheep
inputs\sheep\sheep7.jpg,outputs/sheep\sheep7_class_sheep.png,sheep
inputs\sheep\sheep8.jpg,outputs/sheep\sheep8_class_sheep.png,sheep
inputs\sheep\sheep9.jpg,outputs/sheep\sheep9_class_sheep.png,sheep
inputs\cow\cow0.jpg,outputs/cow\cow0_class_cow.png,cow
inputs\cow\cow1.jpg,outputs/cow\cow1_class_cow.png,cow
inputs\cow\cow10.jpg,outputs/cow\cow10_class_bird.png,bird
inputs\cow\cow11.jpg,outputs/cow\cow11_class_cow.png,cow
inputs\cow\cow12.jpg,outputs/cow\cow12_class_cow.png,cow
inputs\cow\cow13.jpg,outputs/cow\cow13_class_cow.png,cow
inputs\cow\cow14.jpg,outputs/cow\cow14_class_cow.png,cow
inputs\cow\cow15.jpg,outputs/cow\cow15_class_cow.png,cow
inputs\cow\cow16.jpg,outputs/cow\cow16_class_cow.png,cow
inputs\cow\cow17.jpg,outputs/cow\cow17_class_cow.png,cow
inputs\cow\cow18.jpg,outputs/cow\cow18_class_cow.png,cow
inputs\cow\cow19.jpg,outputs/cow\cow19_class_cow.png,cow
inputs\cow\cow2.jpg,outputs/cow\cow2_class_cow.png,cow
inputs\cow\cow3.jpg,outputs/cow\cow3_class_cow.png,cow
inputs\cow\cow4.jpg,outputs/cow\cow4_class_cow.png,cow
inputs\cow\cow5.jpg,outputs/cow\cow5_class_cow.png,cow
inputs\cow\cow6.jpg,outputs/cow\cow6_class_cow.png,cow
inputs\cow\cow7.jpg,outputs/cow\cow7_class_cow.png,cow
inputs\cow\cow8.jpg,outputs/cow\cow8_class_cow.png,cow
inputs\cow\cow9.jpg,outputs/cow\cow9_class_cow.png,cow
inputs\elephant\elephant0.jpg,outputs/elephant\elephant0_class_elephant.png,elephant
inputs\elephant\elephant1.jpg,outputs/elephant\elephant1_class_elephant.png,elephant
inputs\elephant\elephant10.jpg,outputs/elephant\elephant10_class_elephant.png,elephant
inputs\elephant\elephant11.jpg,outputs/elephant\elephant11_class_elephant.png,elephant
inputs\elephant\elephant12.jpg,outputs/elephant\elephant12_class_elephant.png,elephant
inputs\elephant\elephant13.jpg,outputs/elephant\elephant13_class_elephant.png,elephant
inputs\elephant\elephant14.jpg,outputs/elephant\elephant14_class_elephant.png,elephant
inputs\elephant\elephant16.jpg,outputs/elephant\elephant16_class_elephant.png,elephant
inputs\elephant\elephant17.jpg,outputs/elephant\elephant17_class_elephant.png,elephant
inputs\elephant\elephant18.jpg,outputs/elephant\elephant18_class_elephant.png,elephant
inputs\elephant\elephant19.jpg,outputs/elephant\elephant19_class_elephant.png,elephant
inputs\elephant\elephant2.jpg,outputs/elephant\elephant2_class_elephant.png,elephant
inputs\elephant\elephant3.jpg,outputs/elephant\elephant3_class_elephant.png,elephant
inputs\elephant\elephant4.jpg,outputs/elephant\elephant4_class_elephant.png,elephant
inputs\elephant\elephant5.jpg,outputs/elephant\elephant5_class_elephant.png,elephant
inputs\elephant\elephant6.jpg,outputs/elephant\elephant6_class_elephant.png,elephant
inputs\elephant\elephant7.jpg,outputs/elephant\elephant7_class_elephant.png,elephant
inputs\elephant\elephant8.jpg,outputs/elephant\elephant8_class_elephant.png,elephant
inputs\bear\bear0.jpg,outputs/bear\bear0_class_bear.png,bear
inputs\bear\bear1.jpg,outputs/bear\bear1_class_bear.png,bear
inputs\bear\bear10.jpg,outputs/bear\bear10_class_bear.png,bear
inputs\bear\bear11.jpg,outputs/bear\bear11_class_bear.png,bear
inputs\bear\bear12.jpg,outputs/bear\bear12_class_bear.png,bear
inputs\bear\bear13.jpg,outputs/bear\bear13_class_bear.png,bear
inputs\bear\bear14.jpg,outputs/bear\bear14_class_bear.png,bear
inputs\bear\bear15.jpg,outputs/bear\bear15_class_bear.png,bear
inputs\bear\bear16.jpg,outputs/bear\bear16_class_bear.png,bear
inputs\bear\bear17.jpg,outputs/bear\bear17_class_bear.png,bear
inputs\bear\bear18.jpg,outputs/bear\bear18_class_bear.png,bear
inputs\bear\bear19.jpg,outputs/bear\bear19_class_bear.png,bear
inputs\bear\bear3.jpg,outputs/bear\bear3_class_bear.png,bear
inputs\bear\bear4.jpg,outputs/bear\bear4_class_bear.png,bear
inputs\bear\bear5.jpg,outputs/bear\bear5_class_bear.png,bear
inputs\bear\bear6.jpg,outputs/bear\bear6_class_bear.png,bear
inputs\bear\bear7.jpg,outputs/bear\bear7_class_bear.png,bear
inputs\bear\bear8.jpg,outputs/bear\bear8_class_bear.png,bear
inputs\bear\bear9.jpg,outputs/bear\bear9_class_bear.png,bear
inputs\zebra\zebra0.jpg,outputs/zebra\zebra0_class_zebra.png,zebra
inputs\zebra\zebra10.jpg,outputs/zebra\zebra10_class_zebra.png,zebra
inputs\zebra\zebra11.jpg,outputs/zebra\zebra11_class_zebra.png,zebra
inputs\zebra\zebra12.jpg,outputs/zebra\zebra12_class_zebra.png,zebra
inputs\zebra\zebra13.jpg,outputs/zebra\zebra13_class_zebra.png,zebra
inputs\zebra\zebra14.jpg,outputs/zebra\zebra14_class_zebra.png,zebra
inputs\zebra\zebra15.jpg,outputs/zebra\zebra15_class_zebra.png,zebra
inputs\zebra\zebra17.jpg,outputs/zebra\zebra17_class_person.png,person
inputs\zebra\zebra18.jpg,outputs/zebra\zebra18_class_zebra.png,zebra
inputs\zebra\zebra19.jpg,outputs/zebra\zebra19_class_zebra.png,zebra
inputs\zebra\zebra2.jpg,outputs/zebra\zebra2_class_zebra.png,zebra
inputs\zebra\zebra3.jpg,outputs/zebra\zebra3_class_zebra.png,zebra
inputs\zebra\zebra4.jpg,outputs/zebra\zebra4_class_zebra.png,zebra
inputs\zebra\zebra6.jpg,outputs/zebra\zebra6_class_zebra.png,zebra
inputs\zebra\zebra7.jpg,outputs/zebra\zebra7_class_zebra.png,zebra
inputs\zebra\zebra8.jpg,outputs/zebra\zebra8_class_zebra.png,zebra
inputs\zebra\zebra9.jpg,outputs/zebra\zebra9_class_zebra.png,zebra
inputs\giraffe\giraffe0.jpg,outputs/giraffe\giraffe0_class_giraffe.png,giraffe
inputs\giraffe\giraffe1.jpg,outputs/giraffe\giraffe1_class_giraffe.png,giraffe
inputs\giraffe\giraffe10.jpg,outputs/giraffe\giraffe10_class_giraffe.png,giraffe
